ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
657,Sun Mar 30 21:29:31 IST 2025,Sun Mar 30 21:29:31 IST 2025,GET,http://192.168.2.130:3000/ftp/quarantine/8377751190784554625,404,Not Found,11,344,1142
659,Sun Mar 30 21:29:31 IST 2025,Sun Mar 30 21:29:31 IST 2025,GET,http://192.168.2.130:3000/home/79157086462005023,200,OK,43,469,71432
660,Sun Mar 30 21:29:31 IST 2025,Sun Mar 30 21:29:31 IST 2025,GET,http://192.168.2.130:3000/home/7988495771046074095,200,OK,14,469,71432
662,Sun Mar 30 21:29:31 IST 2025,Sun Mar 30 21:29:31 IST 2025,GET,http://192.168.2.130:3000/home/achilles/1521777291466698982,200,OK,17,469,71432
663,Sun Mar 30 21:29:31 IST 2025,Sun Mar 30 21:29:31 IST 2025,GET,http://192.168.2.130:3000/home/achilles/4416845529250647486,200,OK,24,469,71432
665,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/4576025243432478846,200,OK,25,469,71432
666,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/4689639219460475507,200,OK,17,469,71432
668,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/6585172213216409744,200,OK,31,469,71432
669,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/1507302558524743780,200,OK,23,469,71432
671,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/2220267092431301310,200,OK,16,469,71432
672,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/8299036448574504008,200,OK,14,469,71432
674,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/2677382346969467516,200,OK,19,469,71432
675,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/3257753984594904277,200,OK,24,469,71432
677,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/7811553975028944544,200,OK,23,469,71432
678,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/5031915523661480595,200,OK,22,469,71432
680,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/assets/6545182798365650082,200,OK,26,469,71432
681,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/assets/4268686406410589032,200,OK,19,469,71432
683,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/assets/public/8546156743172925631,200,OK,22,469,71432
684,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/assets/public/4394393158156442574,200,OK,23,469,71432
686,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/assets/public/assets/6272203042938032370,200,OK,15,469,71432
687,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/assets/public/assets/6646222033581618713,200,OK,43,469,71432
689,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/assets/public/assets/public/6657283027422501721,200,OK,82,469,71432
690,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/build/routes/assets/public/assets/public/5782243185009776446,200,OK,14,469,71432
692,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/6785804762148117476,200,OK,25,469,71432
693,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/8291469596565258002,200,OK,23,469,71432
695,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/974520159982492858,200,OK,22,469,71432
696,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/4652165398906120473,200,OK,22,469,71432
698,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/6896893367569176847,200,OK,27,469,71432
699,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/503750050805454259,200,OK,18,469,71432
701,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/6478602527138263082,200,OK,22,469,71432
702,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/2664821334008729415,200,OK,25,469,71432
704,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/assets/8984578620693063200,200,OK,21,469,71432
705,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/assets/465548528057886602,200,OK,27,469,71432
707,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/assets/public/7484150985466188600,200,OK,15,469,71432
708,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/assets/public/831196434352910338,200,OK,24,469,71432
710,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/assets/public/assets/6628931513686723969,200,OK,19,469,71432
711,Sun Mar 30 21:29:32 IST 2025,Sun Mar 30 21:29:32 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/assets/public/assets/3421665628622179317,200,OK,20,469,71432
713,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/assets/public/assets/public/4527589542863399161,200,OK,26,469,71432
714,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/express/lib/router/assets/public/assets/public/881307449044768727,200,OK,18,469,71432
716,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/8284940440210455794,200,OK,23,469,71432
717,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/2485505436404519287,200,OK,13,469,71432
719,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/assets/3125339403794297993,200,OK,33,469,71432
720,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/assets/3034934754829231266,200,OK,39,469,71432
722,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/assets/public/1869167261052019483,200,OK,17,469,71432
723,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/assets/public/1303149004062297546,200,OK,20,469,71432
725,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/assets/public/assets/163868581683885467,200,OK,19,469,71432
726,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/assets/public/assets/7728226388208956720,200,OK,25,469,71432
728,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/assets/public/assets/public/6255281686058033400,200,OK,43,469,71432
729,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/home/achilles/Desktop/owasp-juice/juice-shop/node_modules/serve-index/assets/public/assets/public/4550977245734859793,200,OK,20,469,71432
731,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/rest/8903767347364400188,500,Internal Server Error,21,363,2613
733,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/rest/admin/551175136279262035,500,Internal Server Error,29,363,2623
735,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/rest/products/3033815922772983908,500,Internal Server Error,24,363,2631
737,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/socket.io/549556307346267098,400,Bad Request,18,230,40
739,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/web.xml,200,OK,27,469,71432
740,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/applicationContext.xml,200,OK,14,469,71432
741,Sun Mar 30 21:29:33 IST 2025,Sun Mar 30 21:29:33 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/favicon_js/ico.class,200,OK,14,469,71432
742,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/cdnjs/cloudflare/com.class,200,OK,12,469,71432
743,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/3/1/0.class,200,OK,13,469,71432
744,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/cookieconsent/min/css.class,200,OK,17,469,71432
745,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/cookieconsent/min/js.class,200,OK,43,469,71432
746,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/2/2/4.class,200,OK,19,469,71432
747,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/jquery/min/js.class,200,OK,11,469,71432
748,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/window/addEventListener.class,200,OK,17,469,71432
749,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/window/cookieconsent/initialise.class,200,OK,13,469,71432
750,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/www/youtube/com.class,200,OK,25,469,71432
751,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/styles/css.class,200,OK,24,469,71432
752,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/this/media.class,200,OK,16,469,71432
753,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/runtime/js.class,200,OK,23,469,71432
754,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/polyfills/js.class,200,OK,19,469,71432
755,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/vendor/js.class,200,OK,58,469,71432
756,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/WEB-INF/classes/main/js.class,200,OK,15,469,71432
757,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,POST,http://192.168.2.130:3000/?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,23,469,71432
758,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,POST,http://192.168.2.130:3000/?-d+allow_url_include%3d1+-d+auto_prepend_file%3dphp://input,200,OK,19,469,71432
759,Sun Mar 30 21:29:34 IST 2025,Sun Mar 30 21:29:34 IST 2025,GET,http://192.168.2.130:3000/,200,OK,5,469,71432
760,Sun Mar 30 21:29:39 IST 2025,Sun Mar 30 21:29:39 IST 2025,POST,http://r11.o.lencr.org/,200,OK,306,386,504
761,Sun Mar 30 21:29:38 IST 2025,Sun Mar 30 21:29:39 IST 2025,POST,http://r11.o.lencr.org/,200,OK,438,386,504
762,Sun Mar 30 21:29:39 IST 2025,Sun Mar 30 21:29:39 IST 2025,POST,http://r11.o.lencr.org/,200,OK,296,386,504
763,Sun Mar 30 21:29:39 IST 2025,Sun Mar 30 21:29:39 IST 2025,GET,http://192.168.2.130:3000/,200,OK,17,469,71432
764,Sun Mar 30 21:29:40 IST 2025,Sun Mar 30 21:29:40 IST 2025,GET,http://192.168.2.130:3000/polyfills.js,200,OK,6,481,55492
765,Sun Mar 30 21:29:40 IST 2025,Sun Mar 30 21:29:40 IST 2025,GET,http://192.168.2.130:3000/runtime.js,200,OK,45,479,3315
766,Sun Mar 30 21:29:40 IST 2025,Sun Mar 30 21:29:40 IST 2025,GET,http://192.168.2.130:3000/vendor.js,200,OK,59,485,1653829
767,Sun Mar 30 21:29:40 IST 2025,Sun Mar 30 21:29:40 IST 2025,GET,http://192.168.2.130:3000/main.js,200,OK,52,483,459087
768,Sun Mar 30 21:29:40 IST 2025,Sun Mar 30 21:29:40 IST 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,200,OK,603,901,4064
769,Sun Mar 30 21:29:40 IST 2025,Sun Mar 30 21:29:40 IST 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,200,OK,594,918,20808
770,Sun Mar 30 21:29:40 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.4/jquery.min.js,200,OK,908,912,85578
771,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/styles.css,200,OK,27,469,579145
772,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/assets/i18n/en.json,200,OK,8,475,32307
773,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/socket.io/?EIO=4&transport=polling&t=PNdnxiu,200,OK,3,230,96
774,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/rest/admin/application-version,200,OK,5,384,20
775,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/rest/admin/application-configuration,200,OK,42,389,21657
776,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/rest/admin/application-configuration,200,OK,85,389,21657
777,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/rest/admin/application-configuration,200,OK,66,389,21657
778,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/rest/admin/application-version,200,OK,59,384,20
779,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/rest/admin/application-configuration,200,OK,64,389,21657
780,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/rest/languages,200,OK,132,388,4866
781,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/api/Challenges/?name=Score%20Board,200,OK,240,386,647
782,Sun Mar 30 21:29:41 IST 2025,Sun Mar 30 21:29:41 IST 2025,GET,http://192.168.2.130:3000/api/Challenges/?name=Score%20Board,200,OK,298,386,647
783,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/JuiceShop_Logo.png,200,OK,25,431,75029
784,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,GET,http://192.168.2.130:3000/rest/products/search?q=,200,OK,42,389,13659
785,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,GET,http://192.168.2.130:3000/api/Quantitys/,200,OK,67,388,6258
786,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,GET,http://192.168.2.130:3000/assets/public/favicon_js.ico,200,OK,5,456,15086
787,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,POST,http://r11.o.lencr.org/,200,OK,153,386,504
788,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,POST,http://r11.o.lencr.org/,200,OK,158,386,504
789,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,POST,http://r11.o.lencr.org/,200,OK,177,386,504
790,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,GET,http://192.168.2.130:3000/MaterialIcons-Regular.woff2,200,OK,9,431,60840
791,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,POST,http://192.168.2.130:3000/socket.io/?EIO=4&transport=polling&t=PNdnxxC&sid=kFFvvBVLh6iaqY5tAAAx,200,OK,10,213,2
792,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,GET,http://192.168.2.130:3000/socket.io/?EIO=4&transport=polling&t=PNdnxxN&sid=kFFvvBVLh6iaqY5tAAAx,200,OK,18,230,32
793,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,GET,http://192.168.2.130:3000/socket.io/?EIO=4&transport=websocket&sid=kFFvvBVLh6iaqY5tAAAx,101,Switching Protocols,7,129,0
794,Sun Mar 30 21:29:42 IST 2025,Sun Mar 30 21:29:42 IST 2025,GET,http://192.168.2.130:3000/rest/admin/application-configuration,200,OK,9,389,21657
795,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/permafrost.jpg,200,OK,15,432,93641
796,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/melon_bike.jpeg,200,OK,7,431,21524
797,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/green_smoothie.jpg,200,OK,14,431,15910
798,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/fan_facemask.jpg,200,OK,10,431,26934
799,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/lemon_juice.jpg,200,OK,14,431,17038
800,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/fruit_press.jpg,200,OK,15,431,17080
801,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/eggfruit_juice.jpg,200,OK,10,431,15072
802,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/carrot_juice.jpeg,200,OK,3,431,19001
803,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/banana_juice.jpg,200,OK,7,431,19833
804,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/apple_pressings.jpg,200,OK,15,431,29163
806,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/apple_juice.jpg,200,OK,11,431,15291
805,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/assets/public/images/products/artwork2.jpg,200,OK,6,431,35878
807,Sun Mar 30 21:29:43 IST 2025,Sun Mar 30 21:29:43 IST 2025,GET,http://192.168.2.130:3000/socket.io/?EIO=4&transport=polling&t=PNdny6E&sid=kFFvvBVLh6iaqY5tAAAx,200,OK,402,229,1
808,Sun Mar 30 21:29:44 IST 2025,Sun Mar 30 21:29:45 IST 2025,POST,http://r10.o.lencr.org/,200,OK,442,386,504
809,Sun Mar 30 21:29:45 IST 2025,Sun Mar 30 21:29:45 IST 2025,GET,http://192.168.2.130:3000/font-mfizz.woff,200,OK,11,430,40904
810,Sun Mar 30 21:29:53 IST 2025,Sun Mar 30 21:29:53 IST 2025,GET,http://192.168.2.130:3000/rest/products/search?q=,200,OK,51,389,13659
811,Sun Mar 30 21:29:53 IST 2025,Sun Mar 30 21:29:53 IST 2025,GET,http://192.168.2.130:3000/api/Quantitys/,200,OK,77,388,6258
812,Sun Mar 30 21:29:53 IST 2025,Sun Mar 30 21:29:53 IST 2025,GET,http://192.168.2.130:3000/rest/products/search?q=,200,OK,35,389,13659
813,Sun Mar 30 21:29:53 IST 2025,Sun Mar 30 21:29:53 IST 2025,GET,http://192.168.2.130:3000/api/Quantitys/,200,OK,71,388,6258
